http://www.npr.org/rss/rss.php?id=1017, npr, news economy
http://www.npr.org/rss/rss.php?id=1025, npr, news environment
http://www.npr.org/rss/rss.php?id=1027, npr, news health
http://www.npr.org/rss/rss.php?id=1009, npr, news middle_east
http://www.npr.org/rss/rss.php?id=1014, npr, news politics
http://www.npr.org/rss/rss.php?id=1019, npr, news tech
http://feeds.feedburner.com/atlanticpoliticschannel, atlantic, news politics
http://feeds.feedburner.com/atlanticbusinesschannel, atlantic, news business
http://feeds.feedburner.com/atlanticinternational, atlantic, news world
http://feeds.feedburner.com/atlanticscienceandtechnology, atlantic, news science tech
http://feeds.feedburner.com/atlanticnational, atlantic, news us
http://feeds.feedburner.com/atlanticfood, atlantic, news health
http://rss.sciam.com/scientificamerican-news, scientific american, news science tech
http://feeds.reuters.com/reuters/businessnews, reuters, news business
http://feeds.reuters.com/reuters/companynews, reuters, news business
http://feeds.reuters.com/reuters/environment, reuters, news environment
http://feeds.reuters.com/reuters/healthnews, reuters, news health
http://feeds.reuters.com/news/wealth, reuters, news business economy
http://feeds.reuters.com/reuters/politicsnews, reuters, news politics
http://feeds.reuters.com/reuters/sciencenews, reuters, news science
http://feeds.reuters.com/reuters/technologynews, reuters, news tech
http://feeds.reuters.com/reuters/domesticnews, reuters, news us
http://feeds.reuters.com/news/economy, reuters, news economy business
http://feeds.reuters.com/reuters/usenergynews, reuters, news energy
http://feeds.reuters.com/reuters/financialsnews, reuters, news economy
http://feeds.reuters.com/reuters/ushealthcarenews, reuters, news health
http://feeds.reuters.com/reuters/technologysectornews, reuters, news tech
http://feeds.reuters.com/reuters/ustechnologytelcomnews, reuters, news tech
http://www.guardian.co.uk/world/usa/rss, the guardian, news us
http://www.guardian.co.uk/world/us-politics/rss, the guardian, news us politics
http://www.guardian.co.uk/business/us-edition/rss, the guardian, news business
http://www.guardian.co.uk/environment/rss, the guardian, news environment
http://www.guardian.co.uk/environment/energy/rss, the guardian, news energy environment
http://www.economist.com/topics/banking/index.xml, the economist, news banking finance economy
http://www.economist.com/topics/biotechnology/index.xml, the economist, news tech science biotech
http://www.economist.com/topics/economics/index.xml, the economist, news economy
http://www.economist.com/topics/environmental-problems-and-protection/index.xml, the economist, news environment
http://rss.upi.com/news/business_news.rss, upi, news business
http://rss.upi.com/news/science_news.rss, upi, news science
http://rss.upi.com/news/health_news.rss, upi, news health
http://hosted2.ap.org/atom/apdefault/386c25518f464186bf7a2ac026580ce7, ap, news us
http://hosted2.ap.org/atom/apdefault/cae69a7523db45408eeb2b3a98c0c9c5, ap, news world
http://hosted2.ap.org/atom/apdefault/89ae8247abe8493fae24405546e9a1aa, ap, news politics
http://hosted2.ap.org/atom/apdefault/f70471f764144b2fab526d39972d37b3, ap, news business
http://hosted2.ap.org/atom/apdefault/495d344a0d10421e9baa8ee77029cfbd, ap, news tech
http://hosted2.ap.org/atom/apdefault/bbd825583c8542898e6fa7d440b9febc, ap, news health
http://hosted2.ap.org/atom/apdefault/b2f0ca3a594644ee9e50a8ec4ce2d6de, ap, news science
